id,pokemon_id,pokemon_name,form,base_attack,base_defense,base_stamina
844,428,Lopunny,Normal,156,194,163
941,480,Uxie,Normal,156,270,181
1103,603,Eelektrik,Normal,156,130,163
1140,636,Larvesta,Normal,156,107,146
360,138,Omanyte,Normal,155,153,111
361,138,Omanyte,Purified,155,153,111
362,138,Omanyte,Shadow,155,153,111
567,247,Pupitar,Normal,155,133,172
568,247,Pupitar,Purified,155,133,172
569,247,Pupitar,Shadow,155,133,172
654,303,Mawile,Normal,155,141,137
655,303,Mawile,Purified,155,141,137
656,303,Mawile,Shadow,155,141,137
1033,552,Krokorok,Normal,155,90,155
1089,591,Amoonguss,Normal,155,139,249
462,193,Yanma,Normal,154,94,163
1009,529,Drilbur,Normal,154,85,155
1110,610,Axew,Normal,154,101,130
1128,624,Pawniard,Normal,154,114,128
120,44,Gloom,Normal,153,136,155
121,44,Gloom,Purified,153,136,155
122,44,Gloom,Shadow,153,136,155
357,137,Porygon,Normal,153,136,163
358,137,Porygon,Purified,153,136,163
359,137,Porygon,Shadow,153,136,163
550,238,Smoochum,Normal,153,91,128
640,292,Shedinja,Normal,153,73,1
1035,554,Darumaka,Galarian,153,86,172
1036,554,Darumaka,Normal,153,86,172
1037,554,Darumaka,Purified,153,86,172
1038,554,Darumaka,Shadow,153,86,172
1062,570,Zorua,Normal,153,78,120
466,195,Quagsire,Normal,152,143,216
467,195,Quagsire,Purified,152,143,216
468,195,Quagsire,Shadow,152,143,216
532,228,Houndour,Normal,152,83,128
533,228,Houndour,Purified,152,83,128
534,228,Houndour,Shadow,152,83,128
713,346,Cradily,Normal,152,194,200
950,488,Cresselia,Normal,152,258,260
4,2,Ivysaur,Normal,151,143,155
5,2,Ivysaur,Purified,151,143,155
6,2,Ivysaur,Shadow,151,143,155
552,240,Magby,Normal,151,99,128
681,324,Torkoal,Normal,151,203,172
707,340,Whiscash,Normal,151,141,242
1075,583,Vanillish,Normal,151,138,139
148,53,Persian,Normal,150,136,163
149,53,Persian,Purified,150,136,163
150,53,Persian,Shadow,150,136,163
408,159,Croconaw,Normal,150,142,163
801,394,Prinplup,Normal,150,139,162
1100,600,Klang,Normal,150,174,155
1131,627,Rufflet,Normal,150,97,172
827,416,Vespiquen,Normal,149,190,172
157,56,Mankey,Normal,148,82,120
366,140,Kabuto,Normal,148,140,102
367,140,Kabuto,Purified,148,140,102
368,140,Kabuto,Shadow,148,140,102
411,162,Furret,Normal,148,125,198
495,208,Steelix,Normal,148,272,181
496,208,Steelix,Purified,148,272,181
497,208,Steelix,Shadow,148,272,181
528,226,Mantine,Normal,148,226,163
529,227,Skarmory,Normal,148,226,163
530,227,Skarmory,Purified,148,226,163
531,227,Skarmory,Shadow,148,226,163
1105,605,Elgyem,Normal,148,100,146
665,312,Minun,Normal,147,150,155
422,171,Lanturn,Normal,146,137,268
1166,651,Quilladin,Normal,146,156,156
413,164,Noctowl,Normal,145,156,225
433,180,Flaaffy,Normal,145,109,172
434,180,Flaaffy,Purified,145,109,172
435,180,Flaaffy,Shadow,145,109,172
987,507,Herdier,Normal,145,126,163
1177,662,Fletchinder,Normal,145,110,158
1190,674,Pancham,Normal,145,107,167
269,97,Hypno,Normal,144,193,198
270,97,Hypno,Purified,144,193,198
271,97,Hypno,Shadow,144,193,198
290,105,Marowak,Alola,144,186,155
291,105,Marowak,Normal,144,186,155
292,105,Marowak,Purified,144,186,155
293,105,Marowak,Shadow,144,186,155
779,386,Deoxys,Defense,144,330,137
1000,520,Tranquill,Normal,144,107,158
1119,618,Stunfisk,Galarian,144,171,240
1120,618,Stunfisk,Normal,144,171,240
1121,618,Stunfisk,Purified,144,171,240
1122,618,Stunfisk,Shadow,144,171,240
492,207,Gligar,Normal,143,184,163
493,207,Gligar,Purified,143,184,163
494,207,Gligar,Shadow,143,184,163
666,313,Volbeat,Normal,143,166,163
667,314,Illumise,Normal,143,166,163
771,379,Registeel,Normal,143,285,190
511,216,Teddiursa,Normal,142,93,155
512,216,Teddiursa,Purified,142,93,155
513,216,Teddiursa,Shadow,142,93,155
597,264,Linoone,Galarian,142,128,186
598,264,Linoone,Normal,142,128,186
599,264,Linoone,Purified,142,128,186
600,264,Linoone,Shadow,142,128,186
804,397,Staravia,Normal,142,94,146
891,457,Lumineon,Normal,142,170,170
650,302,Sableye,Costume_2020,141,136,137
651,302,Sableye,Normal,141,136,137
652,302,Sableye,Purified,141,136,137
653,302,Sableye,Shadow,141,136,137
701,334,Altaria,Normal,141,201,181
708,341,Corphish,Normal,141,99,125
822,413,Wormadam,Plant,141,180,155
823,413,Wormadam,Sandy,141,180,155
308,111,Rhyhorn,Normal,140,127,190
309,111,Rhyhorn,Purified,140,127,190
310,111,Rhyhorn,Shadow,140,127,190
670,317,Swalot,Normal,140,159,225
711,344,Claydol,Normal,140,229,155
192,69,Bellsprout,Normal,139,61,137
193,69,Bellsprout,Purified,139,61,137
194,69,Bellsprout,Shadow,139,61,137
244,87,Dewgong,Normal,139,177,207
427,176,Togetic,Normal,139,181,146
518,219,Magcargo,Normal,139,191,137
718,351,Castform,Normal,139,139,172
719,351,Castform,Rainy,139,139,172
720,351,Castform,Snowy,139,139,172
721,351,Castform,Sunny,139,139,172
1182,667,Litleo,Normal,139,112,158
723,353,Shuppet,Normal,138,65,127
724,353,Shuppet,Purified,138,65,127
725,353,Shuppet,Shadow,138,65,127
763,375,Metang,Normal,138,176,155
764,375,Metang,Purified,138,176,155
765,375,Metang,Shadow,138,176,155
1094,594,Alomomola,Normal,138,131,338
93,33,Nidorino,Normal,137,111,156
94,33,Nidorino,Purified,137,111,156
95,33,Nidorino,Shadow,137,111,156
183,66,Machop,Normal,137,82,172
184,66,Machop,Purified,137,82,172
185,66,Machop,Shadow,137,82,172
323,120,Staryu,Normal,137,112,102
498,209,Snubbull,Normal,137,85,155
744,364,Sealeo,Normal,137,132,207
876,446,Munchlax,Normal,137,117,286
1067,575,Gothorita,Normal,137,153,155
1086,588,Karrablast,Normal,137,87,137
159,58,Growlithe,Normal,136,93,146
160,58,Growlithe,Purified,136,93,146
161,58,Growlithe,Shadow,136,93,146
457,190,Aipom,Normal,136,112,146
458,190,Aipom,Purified,136,112,146
459,190,Aipom,Shadow,136,112,146
480,201,Unown,Normal,136,91,134
677,320,Wailmer,Normal,136,68,277
735,357,Tropius,Normal,136,163,223
1186,670,Floette,Normal,136,151,144
52,20,Raticate,Alola,135,154,181
245,88,Grimer,Alola,135,90,190
246,88,Grimer,Normal,135,90,190
247,88,Grimer,Purified,135,90,190
248,88,Grimer,Shadow,135,90,190
551,239,Elekid,Normal,135,101,128
930,476,Probopass,Normal,135,275,155
428,177,Natu,Normal,134,89,120
612,274,Nuzleaf,Normal,134,78,172
613,274,Nuzleaf,Purified,134,78,172
614,274,Nuzleaf,Shadow,134,78,172
642,294,Loudred,Normal,134,81,197
688,329,Vibrava,Normal,134,99,137
689,329,Vibrava,Purified,134,99,137
690,329,Vibrava,Shadow,134,99,137
751,371,Bagon,Normal,134,93,128
752,371,Bagon,Purified,134,93,128
753,371,Bagon,Shadow,134,93,128
1012,532,Timburr,Normal,134,87,181
1056,564,Tirtouga,Normal,134,146,144
746,366,Clamperl,Normal,133,135,111
203,74,Geodude,Alola,132,132,120
204,74,Geodude,Normal,132,132,120
205,74,Geodude,Purified,132,132,120
206,74,Geodude,Shadow,132,132,120
649,301,Delcatty,Normal,132,127,172
829,418,Buizel,Normal,132,67,146
1032,551,Sandile,Normal,132,69,137
1046,559,Scraggy,Normal,132,132,137
117,43,Oddish,Normal,131,112,128
118,43,Oddish,Purified,131,112,128
119,43,Oddish,Shadow,131,112,128
491,206,Dunsparce,Normal,131,128,225
168,61,Poliwhirl,Normal,130,123,163
169,61,Poliwhirl,Purified,130,123,163
170,61,Poliwhirl,Shadow,130,123,163
579,255,Torchic,Normal,130,87,128
843,427,Buneary,Normal,130,105,146
319,116,Horsea,Normal,129,103,102
554,242,Blissey,Normal,129,169,496
1134,630,Mandibuzz,Normal,129,205,242
524,225,Delibird,Normal,128,90,128
525,225,Delibird,Purified,128,90,128
526,225,Delibird,Shadow,128,90,128
527,225,Delibird,Winter_2020,128,90,128
1016,536,Palpitoad,Normal,128,109,181
1113,613,Cubchoo,Normal,128,74,146
1114,613,Cubchoo,Winter_2020,128,74,146
522,223,Remoraid,Normal,127,69,111
824,413,Wormadam,Trash,127,175,155
877,447,Riolu,Normal,127,78,120
1126,622,Golett,Normal,127,92,153
26,8,Wartortle,Normal,126,155,153
27,8,Wartortle,Purified,126,155,153
28,8,Wartortle,Shadow,126,155,153
74,27,Sandshrew,Normal,126,120,137
75,27,Sandshrew,Purified,126,120,137
76,27,Sandshrew,Shadow,126,120,137
470,197,Umbreon,Normal,126,240,216
582,258,Mudkip,Normal,126,93,137
583,258,Mudkip,Purified,126,93,137
584,258,Mudkip,Shadow,126,93,137
73,27,Sandshrew,Alola,125,129,137
682,325,Spoink,Normal,125,122,155
863,439,Mime Jr.,Normal,125,142,85
1225,708,Phantump,Normal,125,103,125
238,83,Farfetch’d,Normal,124,115,141
239,83,Farfetch’d,Purified,124,115,141
240,83,Farfetch’d,Shadow,124,115,141
576,252,Treecko,Normal,124,94,120
732,356,Dusclops,Normal,124,234,120
733,356,Dusclops,Purified,124,234,120
734,356,Dusclops,Shadow,124,234,120
862,438,Bonsly,Normal,124,133,137
867,443,Gible,Normal,124,84,151
868,443,Gible,Purified,124,84,151
869,443,Gible,Shadow,124,84,151
879,449,Hippopotas,Normal,124,118,169
880,449,Hippopotas,Purified,124,118,169
881,449,Hippopotas,Shadow,124,118,169
1215,698,Amaura,Normal,124,109,184
321,118,Goldeen,Normal,123,110,128
662,309,Electrike,Normal,123,78,120
1188,672,Skiddo,Normal,123,102,165
151,54,Psyduck,Normal,122,95,137
152,54,Psyduck,Purified,122,95,137
153,54,Psyduck,Shadow,122,95,137
402,153,Bayleef,Normal,122,155,155
976,496,Servine,Normal,122,152,155
1171,656,Froakie,Normal,122,84,121
126,46,Paras,Normal,121,99,111
657,304,Aron,Normal,121,141,137
661,308,Medicham,Normal,121,152,155
854,434,Stunky,Normal,121,90,160
855,434,Stunky,Purified,121,90,160
856,434,Stunky,Shadow,121,90,160
1004,524,Roggenrola,Normal,121,110,146
1193,677,Espurr,Normal,120,114,158
301,109,Koffing,Normal,119,141,120
302,109,Koffing,Purified,119,141,120
303,109,Koffing,Shadow,119,141,120
387,147,Dratini,Normal,119,91,121
388,147,Dratini,Purified,119,91,121
389,147,Dratini,Shadow,119,91,121
679,322,Numel,Normal,119,79,155
782,387,Turtwig,Normal,119,110,146
783,387,Turtwig,Purified,119,110,146
784,387,Turtwig,Shadow,119,110,146
1028,548,Petilil,Normal,119,91,128
0,1,Bulbasaur,Fall_2019,118,111,128
1,1,Bulbasaur,Normal,118,111,128
2,1,Bulbasaur,Purified,118,111,128
3,1,Bulbasaur,Shadow,118,111,128
454,189,Jumpluff,Normal,118,183,181
455,189,Jumpluff,Purified,118,183,181
456,189,Jumpluff,Shadow,118,183,181
517,218,Slugma,Normal,118,71,120
521,222,Corsola,Normal,118,156,146
1002,522,Blitzle,Normal,118,64,128
1044,557,Dwebble,Normal,118,128,137
1074,582,Vanillite,Normal,118,106,113
1236,808,Meltan,Normal,118,99,130
46,17,Pidgeotto,Normal,117,105,160
84,30,Nidorina,Normal,117,120,172
85,30,Nidorina,Purified,117,120,172
86,30,Nidorina,Shadow,117,120,172
407,158,Totodile,Normal,117,109,137
625,281,Kirlia,Normal,117,90,116
626,281,Kirlia,Purified,117,90,116
627,281,Kirlia,Shadow,117,90,116
810,403,Shinx,Normal,117,64,128
841,425,Drifloon,Normal,117,80,207
981,501,Oshawott,Normal,117,85,146
1229,712,Bergmite,Normal,117,120,146
11,4,Charmander,Fall_2019,116,93,118
12,4,Charmander,Normal,116,93,118
13,4,Charmander,Purified,116,93,118
14,4,Charmander,Shadow,116,93,118
253,90,Shellder,Normal,116,134,102
254,90,Shellder,Purified,116,134,102
255,90,Shellder,Shadow,116,134,102
404,155,Cyndaquil,Normal,116,93,118
684,327,Spinda,Normal,116,116,155
887,453,Croagunk,Normal,116,76,134
1137,633,Deino,Normal,116,93,141
1168,653,Fennekin,Normal,116,102,120
143,52,Meowth,Galarian,115,92,137
564,246,Larvitar,Normal,115,93,137
565,246,Larvitar,Purified,115,93,137
566,246,Larvitar,Shadow,115,93,137
893,459,Snover,Normal,115,105,155
894,459,Snover,Purified,115,105,155
895,459,Snover,Shadow,115,105,155
978,498,Tepig,Normal,115,85,163
1021,541,Swadloon,Normal,115,162,146
1077,585,Deerling,Autumn,115,100,155
1078,585,Deerling,Spring,115,100,155
1079,585,Deerling,Summer,115,100,155
1080,585,Deerling,Winter,115,100,155
1090,592,Frillish,Female,115,134,146
1091,592,Frillish,Normal,115,134,146
1211,694,Helioptile,Normal,115,78,127
430,179,Mareep,Normal,114,79,146
431,179,Mareep,Purified,114,79,146
432,179,Mareep,Shadow,114,79,146
853,433,Chingling,Normal,114,94,128
1011,531,Audino,Normal,114,163,230
791,390,Chimchar,Normal,113,86,127
792,390,Chimchar,Purified,113,86,127
793,390,Chimchar,Shadow,113,86,127
56,21,Spearow,Normal,112,60,120
64,25,Pikachu,Adventure_hat_2020,112,96,111
65,25,Pikachu,Copy_2019,112,96,111
66,25,Pikachu,Costume_2020,112,96,111
67,25,Pikachu,Fall_2019,112,96,111
68,25,Pikachu,Normal,112,96,111
69,25,Pikachu,Vs_2019,112,96,111
70,25,Pikachu,Winter_2020,112,96,111
443,184,Azumarill,Normal,112,152,225
607,271,Lombre,Normal,112,119,155
800,393,Piplup,Normal,112,102,142
1175,660,Diggersby,Normal,112,155,198
997,517,Munna,Normal,111,92,183
58,23,Ekans,Normal,110,97,111
59,23,Ekans,Purified,110,97,111
60,23,Ekans,Shadow,110,97,111
1095,595,Joltik,Normal,110,98,137
1165,650,Chespin,Normal,110,106,148
1199,682,Spritzee,Normal,110,113,186
135,50,Diglett,Normal,109,78,67
136,50,Diglett,Purified,109,78,67
137,50,Diglett,Shadow,109,78,67
223,79,Slowpoke,2020,109,98,207
224,79,Slowpoke,Normal,109,98,207
225,79,Slowpoke,Purified,109,98,207
226,79,Slowpoke,Shadow,109,98,207
278,100,Voltorb,Normal,109,111,120
851,431,Glameow,Normal,109,82,135
1201,684,Swirlix,Normal,109,119,158
1207,690,Skrelp,Normal,109,109,137
134,50,Diglett,Alola,108,81,67
300,108,Lickitung,Normal,108,137,207
485,204,Pineco,Normal,108,122,137
486,204,Pineco,Purified,108,122,137
487,204,Pineco,Shadow,108,122,137
831,420,Cherubi,Normal,108,92,128
1107,607,Litwick,Normal,108,98,137
1185,669,Flabebe,Normal,108,120,127
1209,692,Clauncher,Normal,108,117,137
99,35,Clefairy,Normal,107,108,172
280,102,Exeggcute,Normal,107,125,155
281,102,Exeggcute,Purified,107,125,155
282,102,Exeggcute,Shadow,107,125,155
415,166,Ledian,Normal,107,179,146
539,231,Phanpy,Normal,107,98,207
986,506,Lillipup,Normal,107,86,128
1007,527,Woobat,Normal,107,85,163
421,170,Chinchou,Normal,106,97,181
618,276,Taillow,Normal,106,61,120
620,278,Wingull,Normal,106,61,120
90,32,Nidoran♂,Normal,105,76,130
91,32,Nidoran♂,Purified,105,76,130
92,32,Nidoran♂,Shadow,105,76,130
416,167,Spinarak,Normal,105,73,120
712,345,Lileep,Normal,105,150,165
892,458,Mantyke,Normal,105,179,128
1102,602,Tynamo,Normal,105,78,111
1133,629,Vullaby,Normal,105,139,172
353,133,Eevee,Normal,104,114,146
635,287,Slakoth,Normal,104,92,155
991,511,Pansage,Normal,104,94,137
993,513,Pansear,Normal,104,94,137
995,515,Panpour,Normal,104,94,137
48,19,Rattata,Alola,103,70,102
49,19,Rattata,Normal,103,70,102
50,19,Rattata,Purified,103,70,102
51,19,Rattata,Shadow,103,70,102
834,422,Shellos,East_sea,103,105,183
835,422,Shellos,West_sea,103,105,183
165,60,Poliwag,Normal,101,82,120
166,60,Poliwag,Purified,101,82,120
167,60,Poliwag,Shadow,101,82,120
803,396,Starly,Normal,101,58,120
1221,704,Goomy,Normal,101,112,128
128,48,Venonat,Normal,100,100,155
129,48,Venonat,Purified,100,100,155
130,48,Venonat,Shadow,100,100,155
1024,544,Whirlipede,Normal,100,173,120
142,52,Meowth,Alola,99,78,120
644,296,Makuhita,Normal,99,54,176
605,269,Dustox,Normal,98,162,155
984,504,Patrat,Normal,98,73,128
989,509,Purrloin,Normal,98,73,121
999,519,Pidove,Normal,98,80,137
1015,535,Tympole,Normal,98,78,137
1064,572,Minccino,Normal,98,80,146
1066,574,Gothita,Normal,98,112,128
1099,599,Klink,Normal,98,121,120
1203,686,Inkay,Normal,98,95,142
201,72,Tentacool,Normal,97,149,120
1088,590,Foongus,Normal,97,91,170
101,37,Vulpix,Alola,96,109,116
102,37,Vulpix,Normal,96,109,116
103,37,Vulpix,Purified,96,109,116
104,37,Vulpix,Shadow,96,109,116
591,261,Poochyena,Normal,96,61,111
760,374,Beldum,Normal,96,132,120
761,374,Beldum,Purified,96,132,120
762,374,Beldum,Shadow,96,132,120
890,456,Finneon,Normal,96,116,135
1020,540,Sewaddle,Normal,96,124,128
1060,568,Trubbish,Normal,96,122,137
1205,688,Binacle,Normal,96,120,123
741,361,Snorunt,Normal,95,95,137
743,363,Spheal,Normal,95,90,172
1049,562,Yamask,Galarian,95,141,116
1050,562,Yamask,Normal,95,141,116
1051,562,Yamask,Purified,95,141,116
1052,562,Yamask,Shadow,95,141,116
1176,661,Fletchling,Normal,95,80,128
1220,703,Carbink,Normal,95,285,137
22,7,Squirtle,Fall_2019,94,121,127
23,7,Squirtle,Normal,94,121,127
24,7,Squirtle,Purified,94,121,127
25,7,Squirtle,Shadow,94,121,127
818,411,Bastiodon,Normal,94,286,155
828,417,Pachirisu,Normal,94,172,155
631,283,Surskit,Normal,93,87,120
706,339,Barboach,Normal,93,82,137
885,451,Skorupi,Normal,93,151,120
144,52,Meowth,Normal,92,78,120
145,52,Meowth,Purified,92,78,120
146,52,Meowth,Shadow,92,78,120
401,152,Chikorita,Normal,92,122,128
641,293,Whismur,Normal,92,42,162
352,132,Ditto,Normal,91,91,134
451,188,Skiploom,Normal,91,120,146
452,188,Skiploom,Purified,91,120,146
453,188,Skiploom,Shadow,91,120,146
813,406,Budew,Normal,91,109,120
287,104,Cubone,Normal,90,144,137
288,104,Cubone,Purified,90,144,137
289,104,Cubone,Shadow,90,144,137
519,220,Swinub,Normal,90,69,137
266,96,Drowzee,Normal,89,136,155
267,96,Drowzee,Purified,89,136,155
268,96,Drowzee,Shadow,89,136,155
975,495,Snivy,Normal,88,107,128
81,29,Nidoran♀,Normal,86,89,146
82,29,Nidoran♀,Purified,86,89,146
83,29,Nidoran♀,Shadow,86,89,146
45,16,Pidgey,Normal,85,73,120
243,86,Seel,Normal,85,121,163
263,95,Onix,Normal,85,232,111
264,95,Onix,Purified,85,232,111
265,95,Onix,Shadow,85,232,111
648,300,Skitty,Normal,84,79,137
1072,580,Ducklett,Normal,84,96,158
111,41,Zubat,Normal,83,73,120
112,41,Zubat,Purified,83,73,120
113,41,Zubat,Shadow,83,73,120
1023,543,Venipede,Normal,83,99,102
1231,714,Noibat,Normal,83,73,120
647,299,Nosepass,Normal,82,215,102
1097,597,Ferroseed,Normal,82,155,127
750,370,Luvdisc,Normal,81,128,125
109,39,Jigglypuff,Normal,80,41,251
638,290,Nincada,Normal,80,126,104
669,316,Gulpin,Normal,80,99,172
806,399,Bidoof,Normal,80,73,153
410,161,Sentret,Normal,79,73,111
622,280,Ralts,Normal,79,59,99
623,280,Ralts,Purified,79,59,99
624,280,Ralts,Shadow,79,59,99
660,307,Meditite,Normal,78,107,102
423,172,Pichu,Normal,77,53,85
710,343,Baltoy,Normal,77,124,120
700,333,Swablu,Normal,76,132,128
817,410,Shieldon,Normal,76,195,102
424,173,Cleffa,Normal,75,79,137
463,194,Wooper,Normal,75,66,146
464,194,Wooper,Purified,75,66,146
465,194,Wooper,Shadow,75,66,146
601,265,Wurmple,Normal,75,59,128
633,285,Shroomish,Normal,74,110,155
414,165,Ledyba,Normal,72,118,120
1117,616,Shelmet,Normal,72,140,137
606,270,Lotad,Normal,71,77,120
609,273,Seedot,Normal,71,77,120
610,273,Seedot,Purified,71,77,120
611,273,Seedot,Shadow,71,77,120
1026,546,Cottonee,Normal,71,111,120
729,355,Duskull,Normal,70,162,85
730,355,Duskull,Purified,70,162,85
731,355,Duskull,Shadow,70,162,85
425,174,Igglybuff,Normal,69,32,207
1174,659,Bunnelby,Normal,68,72,116
412,163,Hoothoot,Normal,67,88,155
426,175,Togepi,Normal,67,116,111
448,187,Hoppip,Normal,67,94,111
449,187,Hoppip,Purified,67,94,111
450,187,Hoppip,Shadow,67,94,111
548,236,Tyrogue,Normal,64,64,111
36,13,Weedle,Normal,63,50,120
37,13,Weedle,Purified,63,50,120
38,13,Weedle,Shadow,63,50,120
1179,664,Scatterbug,Normal,63,63,116
314,113,Chansey,Normal,60,128,487
481,202,Wobbuffet,Normal,60,106,382
482,202,Wobbuffet,Purified,60,106,382
483,202,Wobbuffet,Shadow,60,106,382
602,266,Silcoon,Normal,60,77,137
604,268,Cascoon,Normal,60,77,137
826,415,Combee,Normal,59,83,102
593,263,Zigzagoon,Galarian,58,80,116
594,263,Zigzagoon,Normal,58,80,116
595,263,Zigzagoon,Purified,58,80,116
596,263,Zigzagoon,Shadow,58,80,116
33,10,Caterpie,Normal,55,55,128
460,191,Sunkern,Normal,55,55,102
819,412,Burmy,Plant,53,83,120
820,412,Burmy,Sandy,53,83,120
821,412,Burmy,Trash,53,83,120
1180,665,Spewpa,Normal,48,89,128
39,14,Kakuna,Normal,46,75,128
40,14,Kakuna,Purified,46,75,128
41,14,Kakuna,Shadow,46,75,128
34,11,Metapod,Normal,45,80,137
808,401,Kricketot,Normal,45,74,114
860,436,Bronzor,Normal,43,154,149
740,360,Wynaut,Normal,41,86,216
547,235,Smeargle,Normal,40,83,146
442,183,Marill,Normal,37,93,172
646,298,Azurill,Normal,36,71,137
343,129,Magikarp,Normal,29,85,85
344,129,Magikarp,Purified,29,85,85
345,129,Magikarp,Shadow,29,85,85
716,349,Feebas,Normal,29,85,85
864,440,Happiny,Normal,25,77,225
504,213,Shuckle,Normal,17,396,85
505,213,Shuckle,Purified,17,396,85
506,213,Shuckle,Shadow,17,396,85
